src,trg
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/36.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/36.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/37.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/37.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/38.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/38.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/39.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/39.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/40.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/40.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/41.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/41.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/42.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/42.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/43.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/43.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/44.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/44.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/45.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/45.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/46.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/46.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/47.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/47.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/48.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/48.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/49.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/49.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/50.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/50.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/51.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/51.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/52.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/52.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/53.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/53.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/54.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/54.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/55.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/55.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/56.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/56.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/57.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/57.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/58.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/58.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/59.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/59.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/60.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/60.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/61.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/61.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/62.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/62.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/63.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/63.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/64.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/64.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/65.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/65.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/66.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/66.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/67.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/67.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/68.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/68.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/69.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/69.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/70.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/70.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/71.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/71.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/72.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/72.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/73.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/73.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/74.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/74.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/75.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/75.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/76.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/76.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/77.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/77.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/78.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/78.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/79.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/79.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/80.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/80.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/81.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/81.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/82.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/82.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/83.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/83.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/84.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/84.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/85.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/85.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/86.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/86.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/87.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/87.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/88.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/88.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/89.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/89.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/90.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/90.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/91.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/91.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/92.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/92.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/93.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/93.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/94.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/94.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/95.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/95.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/96.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/96.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/97.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/97.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/98.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/98.png
/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images_Star/99.png,/home/yahiya.hussain001/istn/data/alt_haehn_assignment1_data/Train_Images/99.png
